City Abreviation,City,State,(City),Site Type,"Site Type (1 = District, 2 = State)",Year,"Yearnum ""1=1995, 13=2019""",Analysis Weight,Analysis Stratum,"PSU ""Analysis primary sampling unit""",Record ID,"age ""1= 10 years, 7=16+ years old""","sex ""1=Female 2= Male""","grade ""1=6th, 3=8th grade""","race4 ""4-level race variable""","q6 ""Bicycle helmet use""","q7 ""Rollerblading helmet use""","q8 ""Seat belt use""",NA10,"q10  ""Weapon Carrying""",NA11,"q11 ""Physical Fighting""","q13 ""Electronic Bullying""","q14 ""Suicide consideration""","q15 ""Suicide plan""","q16 ""Attempted suicide""","q17 ""Ever cigarette use""","q18 ""Initiation of cigarette use""","q19 ""Current cigarette use""","q20 ""Smoked >10 cigarettes""","q21 ""Electronic vapor product use""","q22 ""Current electronic vapor use""","q23 ""EVP from store""","q24 ""Current smokeless tobacco use""","q25 ""Current cigar use""","q26 ""Ever alcohol use""","q27 ""Initiation of alcohol use""","q28 ""Ever marijuana use""","q29 ""Initiation of marijuana use""","q30 ""Ever prescription pain medicine use""","q31 ""Ever cocaine use""","q32 ""Ever inhalant use""","q33 ""Ever steriod use""","q34 ""Ever sexual intercourse""","q35 ""Sex before 11 years""","q36 ""Multiple sex partners""","q37 ""Condom use""","q38 ""Perception of weight""","q39 ""Weight loss""","q40 ""Breakfast eating""","q41 ""Physical activity >= 5 days""","q42 ""Television watching""","q43 ""Computer use""","q44 ""PE attendance""","q45 ""Sports team participation""","q46 ""Concussion""","q47 ""Asthma""","q48 ""Hours of sleep on school night""","q49 ""Grades in school""","qn6 ""Never or rarely wore a bicycle helmet""","qn7 ""Never or rarely wore a helmet when rollerblading or skateboarding""","qn8 ""Never or rarely wore a seat belt""","qn9 ""Rode with a driver who had been drinking alcohol""","qn10 ""Carried a weapon""","qn11 ""Were in a physical fight""","qn12 ""Were bullied on school property""","qn13 ""Were electronically bullied""","qn14 ""Seriously thought about killing themselves""","qn15 ""Made a plan about how they would kill themselves""","qn16 ""Tried to kill themselves""","qn17 ""Ever tried cigarette smoking""","qn18 ""Tried cigarette smoking for the first time before age 11 years""","  qn19 ""Currently smoked cigarettes""","qn20 ""Smoked more than 10 cigarettes per day""","qn21 ""Ever used an electronic vapor product""","qn22 ""Currently used an electronic vapor product""","qn23 ""Usually got their own electronic vapor products by buying them in a store""","qn24 ""Currently used smokeless tobacco""","qn25 ""Currently smoked cigars""","qn26 ""Ever drank alcohol""","qn27 ""Drank alcohol for the first time before age 11 years""","qn28 ""Ever used marijuana""","qn29 ""Tried marijuana for the first time before age 11 years""","qn30 ""Ever took prescription pain medicine without a doctor's prescription or differently than how a doctor told them to use it""","qn31 ""Ever used cocaine"" qn32 ""Ever used inhalants""","qn33 ""Ever took steriods without a doctor's prescription""","qn34 ""Ever had sexual intercourse""","qn35 ""Had sexual intercourse for the first time before age 11 years""","qn36 ""Had sexual intercourse with three or more persons""","qn37 ""Used a condom during last sexual intercourse""","qn38 ""Described themselves as slightly or very overweight"" qn39 ""Were trying to lose weight""","qn40 ""Did not eat breakfast"" qn41 ""Were physically active at least 60 minutes per day on 5 or more days""","qn42 ""Watched television 3 or more hours per day""","qn43 ""Played video or computer games or used a computer 3 or more hours per day""","qn44 ""Attended physical education classes on 1 or more days""","qn45 ""Played on at least one sports team""","qn46 ""Had a concussion from playing a sport or being active""","qn47 ""Had ever been told by a doctor or nurse that they had asthma""","qn48 ""Had 8 or more hours of sleep""","qn49 ""Made mostly A's or B's in school"""
DU,Duval Co,unt,"y, FL (DU)",District,1,2013,10,2.0341,23,17,72480,3,1,2,4,,222,22,2121,2,2 2,2,4 2    1,1,2,2,NA,NA,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,2,NA,2,2,2,NA,2,NA,NA,1,1,2,1,1,NA,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2                 2,1,3               NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
DU,Duval Co,unt,"y, FL (DU)",District,1,2013,10,2.7031,26,20,72489,3,1,2,1,,122,22,2121,2,2,2,4 1    2,NA,2,2,NA,NA,1,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,1,1,2,1,1,NA,1,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1                 2,3,4               NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
DU,Duval Co,unt,"y, FL (DU)",District,1,2013,10,4.0805,9,5,72498,4,1,2,4,,122,22,1721,1,2 2,2,1 2    NA,NA,2,2,NA,NA,1,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,1,2,2,2,NA,NA,2,NA,2,2,2,NA,1,NA,NA,2,2,1,1,2,NA,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2                 2,2,1               NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
DU,Duval Co,unt,"y, FL (DU)",District,1,2013,10,3.8087,23,20,72507,3,1,1,1,,222,22,2121,2,2 2,2,1 2    1,NA,2,2,NA,NA,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,2,NA,2,2,2,NA,2,NA,NA,2,1,1,1,2,NA,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2                 2,2,1               NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
DU,Duval Co,unt,"y, FL (DU)",District,1,2013,10,1.8506,27,9,72516,4,1,2,4,,122,22,2121,2,2 2,2,1 2    NA,1,2,2,NA,NA,1,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,2,NA,2,2,2,NA,1,NA,NA,1,2,1,1,2,NA,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2                 2,1,1               NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
DU,Duval Co,unt,"y, FL (DU)",District,1,2013,10,1.4532,27,3,72525,NA,NA,NA,NA,,22,,121,1,2 2,2,1 2    2,2,2,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,2,NA,2,2,2,NA,2,NA,NA,NA,1,2,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1               NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
DU,Duval Co,unt,"y, FL (DU)",District,1,2013,10,2.1033,26,15,72543,5,2,3,3,,112,22,1321,1,2 2,2,1 1    1,1,2,2,NA,NA,1,1,2,2,2,1,NA,2,NA,NA,NA,NA,NA,NA,1,1,2,2,NA,NA,2,NA,2,2,2,NA,2,NA,NA,2,1,2,1,2,NA,1,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1                 2,1,1               NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
DU,Duval Co,unt,"y, FL (DU)",District,1,2013,10,1.7118,27,12,72552,3,2,2,3,,122,22,2121,2,2 2,2,3 2    2,2,2,2,NA,NA,1,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,2,NA,2,2,2,NA,2,NA,NA,1,2,2,1,1,NA,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2                 2,1,1               NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
DU,Duval Co,unt,"y, FL (DU)",District,1,2013,10,2.6331,26,18,72561,4,1,3,1,,122,22,2121,2,2 2,2,1 2    2,NA,2,2,NA,NA,1,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,2,NA,2,2,2,NA,2,NA,NA,2,2,2,2,2,NA,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2                 2,3,1               NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
DU,Duval Co,unt,"y, FL (DU)",District,1,2013,10,5.2609,27,7,72570,4,2,2,1,,222,22,1621,1,2,2,1 1    NA,1,2,2,NA,NA,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,1,2,2,2,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,2,2,NA,1,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2                 2,1,4               NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
DU,Duval Co,unt,"y, FL (DU)",District,1,2013,10,3.089,27,15,72579,5,2,3,2,,122,22,2121,2,2 2,2,1 2    1,1,2,2,NA,NA,1,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,2,NA,2,2,2,NA,2,NA,NA,2,2,2,1,2,NA,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2                 2,1,1               NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
DU,Duval Co,unt,"y, FL (DU)",District,1,2013,10,1.6717,26,21,72588,6,1,2,3,,222,22,2121,2,2 2,2,1 2    2,NA,2,2,NA,NA,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,2,NA,2,2,2,NA,1,NA,NA,2,2,2,1,2,NA,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2                 2,2,3               NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
DU,Duval Co,unt,"y, FL (DU)",District,1,2013,10,3.0978,27,15,72606,5,1,3,1,,222,22,2121,2,2 2,2,4 2    2,NA,2,2,NA,NA,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,2,NA,2,2,2,NA,2,NA,NA,1,2,1,1,1,NA,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2                 2,1,1               NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,45.1096,21,2,110145,2,2,1,2,21,222,22,11521,1,2221,2,3 1    1,1,2,2,2,1,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,1,2,2,2,NA,2,2,2,1,1,2,1,2,2,2,1,1,2,1,1,NA,1,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,1,2,2,1                 2,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,28.911,19,2,110163,4,2,2,3,21,222,22,12121,1,2222,2,1 2    NA,NA,2,2,2,1,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,2,2,2,2,2,NA,2,1,2,2,2,1,2,2,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,2,1,2,2                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,59.3289,19,1,110172,3,2,1,2,21,221,22,1  21,1,2222,2,4 1    1,NA,2,2,2,1,2,2,1,2,2,2,NA,2,NA,NA,NA,NA,NA,2,NA,NA,2,2,NA,2,2,2,2,2,2,NA,2,2,2,1,2,1,1,1,NA,1,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,1,2,1,1                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,29.0907,33,2,110181,5,2,3,3,22,222,22,12121,1,2122,2,2 1    1,NA,2,2,2,2,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,1,2,2,2,2,NA,2,1,2,1,2,2,1,1,NA,1,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,1,2,2,1                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,31.9394,29,2,110190,3,1,2,2,22,112,22,12121,1,2222,2,1 2    NA,NA,2,2,2,2,1,1,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,2,2,2,2,2,NA,1,1,1,1,1,2,1,2,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,2,2,1,1                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,41.0578,15,1,110199,3,1,1,NA,22,221,22,121,1,222,2,1 2    2,1,2,2,2,2,2,2,1,2,2,1,NA,2,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,2,2,2,NA,NA,NA,NA,2,2,2,1,2,1,1,2,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,1,2,2,1                 2,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,25.6773,15,1,110208,3,1,1,3,22,222,22,11621,1,2222,2,4 2    1,1,2,2,2,2,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,1,2,2,2,NA,2,2,2,2,2,2,NA,2,2,2,1,2,1,1,1,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,1,2,1,1                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,32.2443,15,1,110226,3,2,1,3,22,222,22,12121,1,2222,2,2 2    1,2,2,2,2,2,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,2,2,2,2,2,NA,2,1,2,1,1,2,1,1,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,2,2,2,1                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,35.1316,29,1,110235,5,2,3,1,21,222,22,12112,1,2122,2,1 2    1,1,1,2,2,1,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,1,1,NA,2,1,2,2,2,2,NA,2,2,2,1,1,1,1,2,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,2,2,2,1                 2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,20.5418,15,2,110244,3,1,1,3,22,222,22,12121,1,2222,2,1 2    2,2,2,2,2,2,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,2,2,2,2,2,NA,2,2,2,2,2,2,1,2,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,1,1,2,1                 2,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,44.9461,20,2,110253,2,2,1,2,21,222,22,12121,1,2222,2,4 2    1,1,2,2,2,1,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,2,2,2,2,2,NA,NA,2,2,1,2,1,1,1,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,1,2,1,1                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,24.0183,21,1,110262,3,2,2,3,11,122,22,1  16,1,2221,2,3 1    1,1,2,2,1,1,1,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,NA,NA,1,2,NA,2,2,2,1,1,2,2,2,2,2,1,2,1,1,1,NA,1,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,1,2,1,1                 1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,35.7922,20,2,110280,3,1,1,2,22,222,22,12121,1,2222,2,2 2    1,NA,2,2,2,2,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,2,2,2,2,2,NA,2,1,2,2,1,2,1,1,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,2,2,2,1                 2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,26.8703,20,2,110289,2,2,1,3,21,222,22,12121,1,2222,2,3 2    1,1,2,2,2,1,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,2,2,2,2,2,NA,2,1,2,2,2,1,1,1,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,1,1,2,1                 2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,43.3836,30,2,110307,5,1,3,1,22,222,22,11617,1,2222,2,1      1,1,2,2,2,2,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,1,2,1,2,NA,2,2,2,2,2,2,NA,2,1,2,2,2,2,1,2,NA,NA,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,1,2,2,2                 2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,44.7129,30,2,110316,5,2,3,1,21,222,22,11714,1,2221,2,1 2    1,1,2,2,2,1,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,1,NA,2,2,2,1,2,2,1,2,1,2,1,2,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,2,1,2                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,47.4631,25,2,110325,2,2,1,2,22,222,22,12121,1,2222,2,3 2    NA,NA,2,2,2,2,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,2,2,2,2,2,NA,2,2,2,1,2,2,1,1,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,1,2,1,1                 2,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,27.7562,18,2,110334,5,1,2,1,12,222,22,12121,1,2222,2,1 2    1,NA,2,2,1,2,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,2,2,2,2,2,NA,1,1,2,2,2,2,2,2,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,2,2,2,2                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,17.3586,18,2,110352,4,1,2,3,21,222,22,12121,1,2222,2,2 2    NA,NA,2,2,2,1,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,2,2,2,2,2,NA,1,1,2,2,2,1,2,1,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,2,2,2,2                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,15.0579,9,1,110361,4,1,2,4,22,222,22,12121,1,2222,2,2 2    2,NA,2,2,2,2,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,1,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,1,2,2,2                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,15.0579,9,1,110370,4,1,2,4,12,222,22,12121,1,2222,2,2 2    1,NA,2,2,1,2,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,2,2,2,2,2,NA,2,2,2,2,2,2,1,1,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,2,2,2,1                 2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,30.2795,3,2,110388,3,1,2,1,22,222,22,12121,1,2222,2,1      2,NA,2,2,2,2,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,2,2,2,2,2,NA,1,1,2,1,2,2,2,2,NA,NA,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,2,2,1,2                 2,,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,18.9366,3,2,110397,4,1,2,3,21,211,12,11721,1,1121,1,2 2    NA,1,1,1,2,1,2,1,1,1,2,2,NA,2,NA,NA,NA,NA,NA,2,1,2,2,2,NA,1,1,2,1,2,2,1,1,1,2,2,2,1,2,1,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,1,1,2,2                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,18.8051,3,1,110406,4,1,2,3,21,122,22,1  21,1,2222,2,2 2    NA,NA,2,2,2,1,1,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,NA,NA,2,2,NA,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,1,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,2,1,2,2                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,32.8463,3,3,110415,3,1,1,1,21,121,12,12121,1,2222,2,3 2    NA,1,2,1,2,1,1,2,1,1,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,2,2,2,2,2,NA,2,2,2,1,2,2,1,1,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,2,2,1,1                 2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,24.1643,3,4,110433,4,1,3,3,22,222,22,12121,1,2222,2,1 2    1,NA,2,2,2,2,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,2,2,2,2,2,NA,2,2,2,2,1,1,2,2,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,2,2,2,2                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,18.1476,5,1,110442,3,1,2,3,22,222,22,12121,1,2222,2,1 2    1,NA,2,2,2,2,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,2,2,2,2,2,NA,2,1,2,2,2,1,2,2,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,2,2,2,2                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,33.3588,5,2,110451,3,2,2,3,21,122,22,11521,1,2222,2,2 1    1,1,2,2,2,1,1,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,1,2,2,2,NA,2,2,2,2,2,2,NA,2,2,2,1,2,2,1,1,NA,1,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,1,2,2,1                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,24.4678,8,1,110469,5,2,3,3,21,222,22,11621,1,2222,2,4 2    1,NA,2,2,2,1,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,1,2,2,2,NA,2,2,2,2,2,2,NA,2,2,2,1,2,1,1,1,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,1,2,1,1                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,23.7079,8,2,110478,6,2,3,3,21,222,22,1  21,1,212,2,3 2    NA,NA,2,2,2,1,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,NA,NA,2,2,NA,2,1,2,NA,NA,NA,NA,1,1,2,1,1,2,1,1,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,1,2,1,1                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,39.6565,8,2,110487,5,2,3,2,11,222,22,11417,1,2222,2,4 2    1,1,2,1,1,1,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,1,1,1,2,NA,2,2,2,2,2,2,NA,2,1,2,1,1,1,1,1,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,1,2,1,1                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
FT,Broward,Cou,"nty, FL (FT)",District,1,2013,10,27.7562,2,1,110496,4,1,2,1,22,222,22,12121,1,2222,2,1 2    1,NA,2,2,2,2,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,2,2,2,2,2,NA,1,1,2,1,1,2,2,2,NA,2,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,1,2,1,2                 2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
