City Abreviation,City,State,(City),Site Type,"Site Type (1 = District, 2 = State)",Year,"Yearnum ""1=1995, 13=2019""",Analysis Weight,Analysis Stratum,"PSU ""Analysis primary sampling unit""",Record ID,"age ""1= 10 years, 7=16+ years old""","sex ""1=Female 2= Male""","grade ""1=6th, 3=8th grade""","race4 ""4-level race variable""","q6 ""Bicycle helmet use""","q7 ""Rollerblading helmet use""","q8 ""Seat belt use""",NA10,"q10  ""Weapon Carrying""",NA11,"q11 ""Physical Fighting""","q13 ""Electronic Bullying""","q14 ""Suicide consideration""","q15 ""Suicide plan""","q16 ""Attempted suicide""","q17 ""Ever cigarette use""","q18 ""Initiation of cigarette use""","q19 ""Current cigarette use""","q20 ""Smoked >10 cigarettes""","q21 ""Electronic vapor product use""","q22 ""Current electronic vapor use""","q23 ""EVP from store""","q24 ""Current smokeless tobacco use""","q25 ""Current cigar use""","q26 ""Ever alcohol use""","q27 ""Initiation of alcohol use""","q28 ""Ever marijuana use""","q29 ""Initiation of marijuana use""","q30 ""Ever prescription pain medicine use""","q31 ""Ever cocaine use""","q32 ""Ever inhalant use""","q33 ""Ever steriod use""","q34 ""Ever sexual intercourse""","q35 ""Sex before 11 years""","q36 ""Multiple sex partners""","q37 ""Condom use""","q38 ""Perception of weight""","q39 ""Weight loss""","q40 ""Breakfast eating""","q41 ""Physical activity >= 5 days""","q42 ""Television watching""","q43 ""Computer use""","q44 ""PE attendance""","q45 ""Sports team participation""","q46 ""Concussion""","q47 ""Asthma""","q48 ""Hours of sleep on school night""","q49 ""Grades in school""","qn6 ""Never or rarely wore a bicycle helmet""","qn7 ""Never or rarely wore a helmet when rollerblading or skateboarding""","qn8 ""Never or rarely wore a seat belt""","qn9 ""Rode with a driver who had been drinking alcohol""","qn10 ""Carried a weapon""","qn11 ""Were in a physical fight""","qn12 ""Were bullied on school property""","qn13 ""Were electronically bullied""","qn14 ""Seriously thought about killing themselves""","qn15 ""Made a plan about how they would kill themselves""","qn16 ""Tried to kill themselves""","qn17 ""Ever tried cigarette smoking""","qn18 ""Tried cigarette smoking for the first time before age 11 years""","  qn19 ""Currently smoked cigarettes""","qn20 ""Smoked more than 10 cigarettes per day""","qn21 ""Ever used an electronic vapor product""","qn22 ""Currently used an electronic vapor product""","qn23 ""Usually got their own electronic vapor products by buying them in a store""","qn24 ""Currently used smokeless tobacco""","qn25 ""Currently smoked cigars""","qn26 ""Ever drank alcohol""","qn27 ""Drank alcohol for the first time before age 11 years""","qn28 ""Ever used marijuana""","qn29 ""Tried marijuana for the first time before age 11 years""","qn30 ""Ever took prescription pain medicine without a doctor's prescription or differently than how a doctor told them to use it""","qn31 ""Ever used cocaine"" qn32 ""Ever used inhalants""","qn33 ""Ever took steriods without a doctor's prescription""","qn34 ""Ever had sexual intercourse""","qn35 ""Had sexual intercourse for the first time before age 11 years""","qn36 ""Had sexual intercourse with three or more persons""","qn37 ""Used a condom during last sexual intercourse""","qn38 ""Described themselves as slightly or very overweight"" qn39 ""Were trying to lose weight""","qn40 ""Did not eat breakfast"" qn41 ""Were physically active at least 60 minutes per day on 5 or more days""","qn42 ""Watched television 3 or more hours per day""","qn43 ""Played video or computer games or used a computer 3 or more hours per day""","qn44 ""Attended physical education classes on 1 or more days""","qn45 ""Played on at least one sports team""","qn46 ""Had a concussion from playing a sport or being active""","qn47 ""Had ever been told by a doctor or nurse that they had asthma""","qn48 ""Had 8 or more hours of sleep""","qn49 ""Made mostly A's or B's in school"""
LO,Los Ange,les,", CA (LO)",District,1,2017,12,41.9167,5,2,192755,3,1,1,3,21,222,22,1121212,1,2222,2,41241  NA,NA,2,2,2,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,1,2,2,1,1,2,2,2,1,2,2,NA,NA,2,2,2,2,NA,NA,2,2,2,1                121,433,1 112          NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,19.6879,5,2,192764,3,1,1,4,21,221,12,1121212,1,2222,2,21231  NA,NA,2,2,2,1,2,2,1,1,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1                221,422,1 112          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,52.8114,5,2,192773,3,2,1,3,22,222,22,1121212,1,2222,2,41261  NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,1,1,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1                221,622,1 112          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,38.3238,7,1,192782,3,1,1,3,22,222,22,11 1212,1,2222,2,11257  NA,1,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1                221,322,1 112          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,19.3425,10,1,192800,2,1,1,4,22,222,22,1121212,1,2222,2,11261  NA,2,2,1,2,2,2,2,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,1,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2                221,222,1 1            NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,52.0422,4,2,192818,5,2,3,3,12,222,22,1121212,1,2222,2,21352  NA,1,2,2,1,2,2,2,2,2,2,2,2,2,NA,1,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1                221,11,1 112          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,72.3636,9,1,192827,5,2,2,3,21,222,22,1121212,1,222,2,21271  NA,NA,2,2,2,1,2,2,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1                221,722,1 112          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,48.2847,3,1,192836,2,2,1,3,22,222,22,111 212,1,2222,2,11262  NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,NA,2,2,1,NA,2,2,2,2,2,2,2,2,2,NA,2,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1                221,133,1  12          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,31.3333,6,1,192845,4,2,3,1,21,222,22,1121211,1,2221,2,21232  NA,NA,2,2,2,1,2,2,2,2,2,2,2,2,NA,1,2,NA,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1                221,711,1 121          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,31.6297,5,1,192854,4,2,2,4,22,112,22,1121212,1,2222,2,21251  NA,2,2,1,2,2,1,1,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,1,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1                211,211,1 312          NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,35.9947,4,2,192863,4,1,3,1,22,122,22,1115212,1,2222,2,21231  NA,1,2,2,2,2,1,2,2,2,2,2,2,2,NA,2,2,NA,2,2,1,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1                211,411,1 412          NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,57.1443,2,1,192872,5,2,3,3,22,122,22,1117212,1,2222,2,12243  NA,NA,2,1,2,2,1,2,2,2,2,2,2,2,NA,2,2,NA,2,2,1,2,2,2,2,2,2,2,2,2,2,NA,1,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1                111,411,1 232          NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,49.0722,5,1,192881,4,1,2,3,22,222,22,1121212,1,222,2,11265  NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1                221,12,1 112          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,38.3238,3,1,192899,2,1,1,3,22,222,22,1121212,1,2222,2,11261  NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1                221,122,1 112          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,44.1591,10,2,192908,3,1,1,3,11,221,12,1112  2,1,1222,1,14333  NA,1,2,2,1,1,2,2,1,1,2,1,2,2,NA,2,2,NA,2,2,1,1,NA,NA,2,1,2,2,2,2,2,NA,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1                221,322,1 122          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,59.7014,12,1,192917,3,1,2,3,22,222,22,1121212,1,222,2,21341  NA,1,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2                221,421,1 122          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,58.1433,4,2,192935,4,1,3,3,22,121,22,1116172,1,2222,2,32215  NA,1,1,1,2,2,1,2,1,2,2,1,2,NA,NA,1,1,NA,2,2,1,2,1,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,1,1,1,1,2,2,2,NA,NA,2,2,2,2,NA,NA,1,1,2,2,2,1                122,233,1 132          NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,23.0661,12,1,192953,3,1,1,1,22,222,22,1121212,1,2221,2,31251  NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2                221,432,1 412          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,29.7002,4,2,192962,4,2,3,4,12,221,22,1121212,1,2222,2,11241  NA,NA,2,1,1,2,2,2,1,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,1,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1                221,711,1 112          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,58.4971,11,2,192980,4,1,3,3,22,121,22,1121212,1,2222,2,11241  NA,1,2,2,2,2,1,2,1,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,NA,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2                221,211,1 112          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,67.3417,5,1,192989,4,2,2,3,22,222,22,1121212,1,2222,2,32257  NA,1,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,1,2,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1                221,613,1 112          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,63.8436,2,1,192998,4,1,3,3,22,222,22,1121212,1,2222,2,41172  NA,2,1,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,2,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1                221,322,1 112          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,41.7755,11,1,193007,3,1,1,3,22,221,22,1121212,1,2222,2,11232  NA,NA,2,2,2,2,2,2,1,2,2,NA,NA,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2                121,4 3,1 112          NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,52.8114,1,1,193016,3,2,1,3,22,222,22,1121212,1,2222,2,31273  NA,1,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,NA,1,1,NA,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,NA,NA,NA                221,621,1 112          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,64.1581,8,1,193025,4,1,3,3,22,121,11,1121212,1,2222,2,23243  NA,NA,2,2,2,2,1,2,1,1,1,2,2,2,NA,1,1,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1                121,211,1 312          NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,52.0422,4,2,193034,5,2,3,NA,22,222,22,1121212,1,2222,2,11261  NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1                221,613,1 112          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,44.1591,10,2,193043,2,1,1,3,22,211,12,1121212,1,2222,2,12212  NA,NA,2,2,2,2,2,1,1,1,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1                211,313,1 312          NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,72.4651,3,2,193061,3,2,2,3,12,122,22,1121212,1,2222,2,21152  NA,1,2,2,1,2,1,2,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,2,2,1,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1                221,511,1 112          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,50.6136,6,1,193070,NA,2,NA,NA,11,122,22,1121212,1,2222,2,21141  NA,NA,2,1,1,1,1,2,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,1,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1                121,711,1 122          NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,50.6136,6,1,193079,4,2,3,3,22,221,22,1121212,1,2222,2,11231  NA,NA,2,2,2,2,2,2,1,2,2,2,2,2,NA,1,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1                111,22,1 112          NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,49.9777,7,1,193097,2,2,1,2,2,222,22,1121212,1,2222,2,4226   NA,NA,2,2,2,NA,2,2,2,2,2,NA,NA,2,NA,1,1,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,1,1,1,1,1,2,1,NA,2,2,2,2,2,2,2,2,1,1,1,1,2,1                221,422,1 112          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,23.703,11,1,193106,5,2,3,NA,12,222,22,1121212,1,2222,2,41232  NA,1,2,1,1,2,2,2,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2                221,11,1 112          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,64.1581,8,1,193124,4,1,3,3,21,122,22,1121212,1,2222,2,12235  NA,NA,2,2,2,1,1,2,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,1,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2                221,11,1 112          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,91.7654,8,2,193142,4,2,2,3,22,222,22,11  212,1,2222,2,11152  NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,1,NA,2,2,NA,NA,2,2,2,2,2,2,2,2,2,NA,2,1,2,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,1                221,411,7 112          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,52.3701,8,2,193151,3,2,2,4,21,222,22,1121212,1,2222,2,4134   NA,1,2,2,2,1,2,2,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,1,2,1,1,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,1,1,2,1                221,532,1 112          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,32.8893,1,1,193160,3,1,2,1,22,222,22,1121212,1,2222,2,1123   NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,NA,2,2,1,1,1,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,1,2,1                221,513,1 112          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,40.6465,8,2,193169,2,1,1,NA,22,222,22,1121212,1,2222,2,43273  NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,2,1,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1                221,32,1 412          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,48.2847,3,1,193178,3,2,1,3,11,222,22,1121  2,1,122,1,2125   NA,1,2,2,1,1,2,2,2,2,2,2,2,2,NA,1,2,NA,2,2,2,2,NA,NA,2,1,2,2,NA,2,2,NA,2,2,2,1,1,1,2,1,2,2,1,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2                221,13,1 112          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,52.7317,9,1,193187,NA,NA,NA,NA,21,222,22,2221152,2,222,2,NA,1,2,2,2,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,NA,NA,NA,NA,NA                222,,2          NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,38.4236,9,1,193196,2,1,1,3,22,122,22,1121212,1,2222,2,21251  NA,NA,2,2,2,2,1,2,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1                221,31,1 112          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,79.2853,5,1,193205,3,2,2,3,21,121,21,1121212,1,2222,2,1155  NA,NA,2,2,2,1,1,2,1,2,1,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,1,2,1,2,2,1,NA,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1                121,211,1 112          NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,52.0422,4,2,193223,4,2,3,3,11,222,22,1121162,1,2221,2,11242  NA,1,2,2,1,1,2,2,2,2,2,2,2,2,NA,1,1,NA,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1                121,511,1 121          NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,58.6793,4,1,193232,3,2,1,3,12,212,22,1112212,1,2222,2,21225  NA,NA,2,1,1,2,2,1,2,2,2,2,2,2,NA,2,2,NA,2,2,1,1,2,2,2,2,2,2,2,2,2,NA,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1                221,22,1 112          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,44.1591,4,1,193250,2,1,1,3,22,222,22,1121212,1,2222,2,31271  NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1                221,222,1 112          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,53.127,1,1,193259,3,1,2,3,21,11,12,2112 22,2,1222,1,32262  NA,1,2,2,2,1,NA,1,1,1,2,1,1,2,NA,1,2,NA,1,2,1,1,NA,1,2,1,2,2,2,2,2,NA,2,1,2,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,1,2,1,2,1,1                211,111,1 11           NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,46.5741,4,1,193268,2,1,1,3,22,222,22,1121212,1,2222,2,21352  NA,1,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,1,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1                221,422,1 112          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,52.6336,11,1,193277,3,2,1,3,11,122,21,11122 2,1,2221,2,45211  NA,1,2,2,1,1,1,2,2,2,1,2,2,2,NA,2,2,NA,2,2,1,1,2,NA,2,2,2,2,1,1,2,1,2,1,1,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2                221,622,1 43           NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,64.1581,8,1,193286,4,1,3,3,21,121,11,1117212,1,2222,2,11217  NA,1,2,2,2,1,1,2,1,1,1,2,2,2,NA,2,2,NA,2,2,1,2,2,2,2,2,2,2,2,2,2,NA,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2                121,411,1 112          NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA
LO,Los Ange,les,", CA (LO)",District,1,2017,12,51.4667,10,2,193304,4,1,2,3,22,221,22,1121212,1,2222,2,15342  NA,NA,2,1,2,2,2,2,1,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,1,2,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1                221,32,1 112          NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA
